Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J35,782,7,0,391,0,0
J22,726,1,1,423,0,0
J33,828,5,12,533,0,0
J28,834,3,30,619,0,0
J25,988,9,92,641,0,0
J3,722,8,153,678,0,0
J42,698,2,171,727,29,1
J24,738,6,196,749,11,1
J48,634,4,216,755,121,1
J11,844,4,292,832,0,0
J46,742,5,368,864,122,1
J14,882,3,395,952,70,1
J1,758,7,488,958,200,1
J10,846,5,500,1050,204,1
J7,810,3,533,1066,256,1
J17,938,2,546,1110,172,1
J49,828,7,606,1205,377,1
J23,840,10,618,1275,435,1
J31,956,9,630,1332,376,1
J13,1014,8,697,1381,367,1
J38,896,7,791,1448,552,1
J36,1210,5,813,1509,299,1
J45,968,10,905,1554,586,1
J44,880,9,974,1576,696,1
J9,952,8,1025,1676,724,1
J47,912,2,1060,1707,795,1
J50,852,8,1093,1802,950,1
J30,1004,4,1112,1847,843,1
J2,1062,4,1179,1858,796,1
J18,978,8,1251,1921,943,1
J26,926,1,1259,1999,1073,1
J32,1038,3,1331,2079,1041,1
J40,1012,4,1399,2110,1098,1
J4,1168,5,1458,2181,1013,1
J5,992,7,1543,2186,1194,1
J29,1114,7,1585,2280,1166,1
J41,1096,9,1670,2346,1250,1
J37,1100,9,1749,2461,1361,1
J15,990,6,1815,2486,1496,1
J43,1038,10,1879,2505,1467,1
J27,1018,10,1922,2585,1567,1
J34,1120,3,1974,2679,1559,1
J21,1234,5,1984,2771,1537,1
J8,1334,7,2024,2862,1528,1
J19,1232,6,2106,2961,1729,1
J6,1132,10,2172,3034,1902,1
J39,1240,2,2248,3106,1866,1
J20,1174,2,2343,3191,2017,1
J16,1282,5,2399,3262,1980,1
J12,1110,8,2481,3384,2274,1

TT,TWT,T_max,NT,,,
40042,246132,2274,43,,,
