Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J33,358,5,0,179,0,0
J50,778,8,3,392,0,0
J45,718,10,102,461,0,0
J30,664,4,126,531,0,0
J38,822,7,168,588,0,0
J25,644,9,238,612,0,0
J29,638,7,292,634,0,0
J23,1098,10,375,966,0,0
J20,902,2,382,1026,124,1
J35,1090,7,438,1055,0,0
J11,1288,4,473,1238,0,0
J3,1424,8,565,1393,0,0
J17,1258,2,608,1428,170,1
J4,1212,5,641,1511,299,1
J41,1158,9,713,1543,385,1
J48,1174,4,773,1682,508,1
J43,1090,10,787,1688,598,1
J16,1150,5,847,1871,721,1
J18,1140,8,904,1967,827,1
J8,1132,7,911,2033,901,1
J14,1128,3,1000,2095,967,1
J46,1116,5,1020,2162,1046,1
J2,1106,4,1072,2233,1127,1
J24,1098,6,1112,2258,1160,1
J39,1084,2,1186,2328,1244,1
J34,1078,3,1233,2337,1259,1
J12,1074,8,1242,2389,1315,1
J32,1028,3,1332,2509,1481,1
J27,1038,10,1396,2545,1507,1
J22,1034,1,1411,2559,1525,1
J21,1028,5,1452,2710,1682,1
J37,1016,9,1468,2776,1760,1
J19,954,6,1540,2786,1832,1
J36,982,5,1609,2820,1838,1
J42,970,2,1633,2850,1880,1
J28,928,3,1644,2894,1966,1
J31,934,9,1729,2943,2009,1
J9,904,8,1758,3005,2101,1
J10,916,5,1842,3069,2153,1
J6,906,10,1885,3146,2240,1
J26,896,1,1944,3239,2343,1
J40,882,4,2011,3354,2472,1
J1,878,7,2089,3402,2524,1
J47,866,2,2157,3462,2596,1
J44,870,9,2196,3572,2702,1
J5,862,7,2201,3606,2744,1
J49,854,7,2288,3618,2764,1
J15,850,6,2353,3649,2799,1
J7,824,3,2450,3687,2863,1
J13,822,8,2517,3733,2911,1

TT,TWT,T_max,NT,,,
63343,356290,2911,39,,,
