Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J17,568,2,0,284,0,0
J13,382,8,36,369,0,0
J18,310,8,45,387,77,1
J16,518,5,93,454,0,0
J14,480,3,122,490,10,1
J9,438,8,148,572,134,1
J7,666,3,190,625,0,0
J3,586,8,224,669,83,1
J11,636,4,323,767,131,1
J6,484,10,362,798,314,1
J2,650,4,455,851,201,1
J1,730,7,474,942,212,1
J4,446,5,527,988,542,1
J8,546,7,589,1015,469,1
J12,614,8,661,1078,464,1
J20,528,2,740,1150,622,1
J15,646,6,835,1219,573,1
J19,614,6,907,1300,686,1
J10,662,5,964,1355,693,1
J5,768,7,1029,1431,663,1

TT,TWT,T_max,NT
5874,34943,693,16

Metric,Value
Objective optimized,T_max
Runtime (s),0.34866809844970703
Iterations,5
k,4
Seed,42
