Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,3,0,147,0,0
J2,168,4,5,160,0,0
J20,274,2,32,218,0,0
J11,476,4,70,312,0,0
J13,478,8,92,374,0,0
J5,410,7,124,394,0,0
J8,426,7,135,451,25,1
J6,508,10,199,535,27,1
J3,384,8,217,542,158,1
J12,638,8,272,633,0,0
J18,632,8,325,688,56,1
J1,514,7,410,779,265,1
J16,502,5,481,844,342,1
J9,702,8,493,873,171,1
J19,688,6,566,921,233,1
J4,616,5,641,1016,400,1
J15,704,6,731,1088,384,1
J10,644,5,825,1169,525,1
J17,474,2,920,1273,799,1
J7,578,3,961,1318,740,1

TT,TWT,T_max,NT
4125,19235,799,13

Metric,Value
Objective optimized,TWT
Runtime (s),0.6858477592468262
Iterations,10
k,4
Seed,42
