Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,320,10,0,160,0,0
J12,252,8,40,214,0,0
J17,412,2,53,297,0,0
J1,322,7,66,305,0,0
J2,466,4,100,418,0,0
J3,484,8,120,463,0,0
J14,534,3,177,515,0,0
J7,638,3,223,592,0,0
J8,766,7,297,680,0,0
J9,504,8,391,769,265,1
J16,598,5,400,899,301,1
J18,578,8,452,935,357,1
J13,600,8,522,983,383,1
J19,752,6,600,1091,339,1
J4,518,5,640,1146,628,1
J15,566,6,687,1210,644,1
J20,590,2,770,1229,639,1
J5,540,7,830,1304,764,1
J11,504,4,892,1315,811,1
J10,518,5,978,1406,888,1

TT,TWT,T_max,NT
6019,32893,888,11

Metric,Value
Objective optimized,NT
Runtime (s),0.3357841968536377
Iterations,5
k,4
Seed,42
